id_equipo	ip_equipo	nem_equipo	grupo	tipo	consultar	activo
2409	10.78.10.125	GNCYGTCLN1T1A01A18ENM4	GT_METRO	huawei	SI	
2410	10.78.16.138	GNCYGTCMN1D1D04A351BM8	GT_METRO	huawei	SI	
2411	10.31.255.231	GNCYGTCMN1D1IGM4	GT_METRO	cisco_ios	SI	
2412	10.31.255.233	GNCYGTCMN1D1IGM5	GT_METRO	cisco_ios	SI	
2413	10.31.3.16	GNCYGTCSS1D1ISM1	GT_METRO	cisco_ios	SI	
2414	10.78.15.21	GNCYGTD4N1W1A01AA1YOM1	GT_METRO	huawei	SI	
2415	10.78.11.51	GNCYGTD6N1W1A01AA2YOM1	GT_METRO	huawei	SI	
2416	10.78.14.12	GNCYGTD8N1W1A01AA1YOM1	GT_METRO	huawei	SI	
2417	10.78.25.68	GNCYGTDIN1D1IGM4	GT_METRO	cisco_ios	SI	
2418	10.16.21.125	GNCYGTDIN2D1IGM3	GT_METRO	cisco_ios	SI	
2419	10.16.21.13	GNCYGTDIN2D2A04A09F8M5	GT_METRO	cisco_ios	SI	
2420	10.78.25.181	GNCYGTDIN2D2A04A361BM6	GT_METRO	huawei	SI	
2421	10.78.16.111	GNCYGTDKN3W1A02AA2YOM1	GT_METRO	huawei	SI	
2422	10.78.16.10	GNCYGTDON1W1A01AA1YOM1	GT_METRO	huawei	SI	
2423	10.78.15.44	GNCYGTDTS1C1ENM1	GT_METRO	huawei	SI	
2424	10.78.11.44	GNCYGTDWN1R1ENM1	GT_METRO	huawei	SI	
2425	10.78.10.105	GNCYGTECN1D1B01A107ENM16	GT_METRO	huawei	SI	
2426	10.78.10.109	GNCYGTECN1D1B01A10ENM17	GT_METRO	huawei	SI	
2427	10.78.10.58	GNCYGTECN1D1C04A19ENM13	GT_METRO	huawei	SI	
2428	10.78.10.59	GNCYGTECN1D1C04A24ENM12	GT_METRO	huawei	SI	
2429	10.78.10.39	GNCYGTECN1D1C04A29ENM11	GT_METRO	huawei	SI	
2430	10.78.10.48	GNCYGTECN1D1C04A34ENM14	GT_METRO	huawei	SI	
2431	10.78.10.140	GNCYGTECN1D1C06A24ENM15	GT_METRO	huawei	SI	
2432	10.78.10.145	GNCYGTECN1D1C06A28ENM8	GT_METRO	huawei	SI	
2433	10.31.248.7	GNCYGTECN1D1IAM1	GT_METRO	cisco_ios	SI	
2434	10.31.248.8	GNCYGTECN1D1IAM2	GT_METRO	cisco_ios	SI	
2435	10.78.10.139	GNCYGTECN1D2C07A20ENM7	GT_METRO	huawei	SI	
2436	10.78.10.138	GNCYGTECN1D2C07A25ENM10	GT_METRO	huawei	SI	
2437	10.78.10.146	GNCYGTECN1D2C07A30ENM9	GT_METRO	huawei	SI	
2438	10.78.17.4	GNCYGTEFN1W1A02AA1YOM1	GT_METRO	huawei	SI	
2439	10.78.25.177	GNCYGTEGS3D1B02A10ENM2	GT_METRO	huawei	SI	
2440	10.78.16.27	GNCYGTEIN1W1A01AA2YOM1	GT_METRO	huawei	SI	
2441	10.78.15.29	GNCYGTELN1D1B01B38IBM12	GT_METRO	huawei	SI	
2442	10.31.2.13	GNCYGTELN1D1E03A30F8M11	GT_METRO	cisco_ios	SI	
2443	10.31.31.26	GNCYGTELN1D1IGM10	GT_METRO	cisco_ios	SI	
2444	10.31.31.19	GNCYGTELN1D1IGM8	GT_METRO	cisco_ios	SI	
2445	10.31.31.25	GNCYGTELN1D1IGM9	GT_METRO	cisco_ios	SI	
2446	10.31.2.5	GNCYGTELN1D1IRM5	GT_METRO	cisco_ios	SI	
2447	10.31.31.13	GNCYGTELN1D1IRM6	GT_METRO	cisco_ios	SI	
2448	10.78.15.20	GNCYGTEPN1T1A01A10ENM3	GT_METRO	huawei	SI	
2449	10.78.15.124	GNCYGTEPS1D1A01A26ENM2	GT_METRO	huawei	SI	
2450	10.78.25.174	GNCYGTEVN1C1A01AC8ENM2	GT_METRO	huawei	SI	
2451	10.78.15.48	GNCYGTEWN9W1A01AA2YOM1	GT_METRO	huawei	SI	
2452	10.78.18.28	GNCYGTEZN2T1A00A07ENM1	GT_METRO	huawei	SI	
2453	10.78.15.36	GNCYGTF4N1R1ENM1	GT_METRO	huawei	SI	
2454	10.78.11.46	GNCYGTF7N1R1ENM1	GT_METRO	huawei	SI	
2455	10.78.15.12	GNCYGTF8N1R1ENM1	GT_METRO	huawei	SI	
2456	10.78.16.13	GNCYGTFPA1W1A01AA1YOM1	GT_METRO	huawei	SI	
2457	10.78.15.13	GNCYGTFWN1R1ENM1	GT_METRO	huawei	SI	
2458	10.31.26.16	GNCYGTG2N1P1IAM1	GT_METRO	cisco_ios	SI	
2459	10.31.26.17	GNCYGTG2N1P1IAM2	GT_METRO	cisco_ios	SI	
2460	10.78.12.7	GNCYGTG2N2D1A02A26ENM15	GT_METRO	huawei	SI	
2461	10.78.12.14	GNCYGTG2N2D1A06A29ENM10	GT_METRO	huawei	SI	
2462	10.78.12.9	GNCYGTG2N2D1C02B08ENM9	GT_METRO	huawei	SI	
2463	10.78.12.8	GNCYGTG2N2D1C02B18ENM8	GT_METRO	huawei	SI	
2464	10.31.26.4	GNCYGTG2N2D1IGM11	GT_METRO	cisco_ios	SI	
2465	10.16.24.31	GNCYGTG2N2D1IRM1	GT_METRO	cisco_ios	SI	
2466	10.31.3.17	GNCYGTG2N2D2ISM1	GT_METRO	cisco_ios	SI	
2467	10.78.12.17	GNCYGTG2N2D3A02A23ENM11	GT_METRO	huawei	SI	
2468	10.78.12.27	GNCYGTG2N2D3C05B041BM18	GT_METRO	huawei	SI	
2469	10.78.12.4	GNCYGTG2N2D3C06B041BM19	GT_METRO	huawei	SI	
2470	10.78.12.6	GNCYGTG2N2D3D02A31ENM14	GT_METRO	huawei	SI	
2471	10.31.26.15	GNCYGTG2N2D3IGM16	GT_METRO	cisco_ios	SI	
2472	10.31.235.9	GNCYGTG2N2D3IGM18	GT_METRO	cisco_ios	SI	
2473	10.31.235.10	GNCYGTG2N2D3IGM19	GT_METRO	cisco_ios	SI	
2474	10.78.29.34	GNCYGTG2N2D4106A30IGC2	GT_METRO	cisco_ios	SI	
2475	10.192.33.48	GNCYGTG2N2D4FFM8	GT_METRO		SI	
2476	10.31.20.27	GNCYGTGIN1D1IGM5	GT_METRO	cisco_ios	SI	
2477	10.78.10.126	GNCYGTGIN2D105A3211M9	GT_METRO	huawei	SI	
2478	10.16.22.95	GNCYGTGIN2D1B05B13F8M8	GT_METRO	cisco_ios	SI	
2479	10.31.248.16	GNCYGTGIN2D1IGM6	GT_METRO	cisco_ios	SI	
2480	10.31.248.17	GNCYGTGIN2D1IGM7	GT_METRO	cisco_ios	SI	
2481	10.31.148.38	GNCYGTGQN1R1ENM1	GT_METRO	huawei	SI	
2482	10.31.3.18	GNCYGTGVN1D1ISM2	GT_METRO	cisco_ios	SI	
2483	10.78.12.25	GNCYGTGVN1T1A01A13ENM3	GT_METRO	huawei	SI	
2484	10.78.12.11	GNCYGTGVN1T1B07A22ENM5	GT_METRO	huawei	SI	
2485	10.31.147.4	GNCYGTGVN2D1IGM8	GT_METRO	cisco_ios	SI	
2486	10.31.147.5	GNCYGTGVN2D1IGM9	GT_METRO		SI	
2487	10.31.26.9	GNCYGTGVN2D1IRM13	GT_METRO	cisco_ios	SI	
2488	10.16.24.39	GNCYGTGVN2D1IRM7	GT_METRO	cisco_ios	SI	
2489	10.78.33.130	GNCYGTGVN2P0B06A37IGM20	GT_METRO	cisco_ios	SI	
2490	10.78.12.28	GNCYGTGVN2P0B06B26ENM22	GT_METRO	huawei	SI	
2491	10.87.0.241	GNCYGTGVN2P0C01A3715A27	GT_METRO	huawei	SI	
2492	10.87.0.240	GNCYGTGVN2P0C01A3915A28	GT_METRO	huawei	SI	
2493	10.87.0.242	GNCYGTGVN2P0C02A3715A29	GT_METRO	huawei	SI	
2494	10.87.0.243	GNCYGTGVN2P0C02A3815A30	GT_METRO	huawei	SI	
2495	10.31.27.32	GNCYGTHCN1C1I8N0	GT_METRO		SI	
2496	10.78.15.17	GNCYGTHIA1W1A01AA1YOM1	GT_METRO	huawei	SI	
2497	10.78.15.52	GNCYGTHNS1W1A01AA2YOM1	GT_METRO	huawei	SI	
2498	10.31.7.12	GNCYGTHRN1C1A01A02F8M2	GT_METRO	cisco_ios	SI	
2499	10.78.16.5	GNCYGTHTN1R1ENM1	GT_METRO	huawei	SI	
2500	10.78.15.14	GNCYGTHWN1R1ENM1	GT_METRO	huawei	SI	
2501	10.78.15.8	GNCYGTIFN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2502	10.78.18.4	GNCYGTIRN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2503	10.78.11.42	GNCYGTJ1N1R1ENM1	GT_METRO	huawei	SI	
2504	10.31.148.37	GNCYGTJ3N1R1ENM1	GT_METRO	huawei	SI	
2505	10.78.14.6	GNCYGTJ6N1R1ENM1	GT_METRO	huawei	SI	
2506	10.78.15.37	GNCYGTJ7N1R1ENM1	GT_METRO	huawei	SI	
2507	10.78.10.44	GNCYGTJ8N1R1ENM1	GT_METRO	huawei	SI	
2508	10.78.11.36	GNCYGTJAN1D1A01A09ENM2	GT_METRO	huawei	SI	
2509	10.78.11.37	GNCYGTJAN1D1A01A14ENM3	GT_METRO	huawei	SI	
2510	10.78.11.20	GNCYGTJAN1D1B01A21F8M4	GT_METRO	cisco_ios	SI	
2511	10.78.16.24	GNCYGTJHN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2512	10.31.27.40	GNCYGTJNN1C1I8M1	GT_METRO	cisco_ios	SI	
2513	10.78.17.25	GNCYGTJRN1D1A01A23ENM2	GT_METRO	huawei	SI	
2514	10.78.17.27	GNCYGTJRN1D1B01A16ENM1	GT_METRO	huawei	SI	
2515	10.31.225.60	GNCYGTJTN1W1A01A04ENM1	GT_METRO	huawei	SI	
2516	10.78.15.41	GNCYGTKDN1R1ENM0	GT_METRO	huawei	SI	
2517	10.78.15.38	GNCYGTKDN1R1ENM1	GT_METRO	huawei	SI	
2518	10.16.24.43	GNCYGTKJN1D1B01A09F8M3	GT_METRO	cisco_ios	SI	
2519	10.78.15.25	GNCYGTKMN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2520	10.78.15.6	GNCYGTKMS1W1A01A04ENM1	GT_METRO	huawei	SI	
2521	10.78.16.4	GNCYGTKNN1W1A02A02ENM1	GT_METRO	huawei	SI	
2522	10.31.21.137	GNCYGTKRS1W1A01AA1YOM1	GT_METRO	huawei	SI	
2523	10.78.12.12	GNCYGTKUN1R1ENM1	GT_METRO	huawei	SI	
2524	10.78.18.10	GNCYGTL7N1R1ENM1	GT_METRO	huawei	SI	
2525	10.31.31.20	GNCYGTLGN1W1A02BA2I8M1	GT_METRO	cisco_ios	SI	
2526	10.78.16.108	GNCYGTLLN1D1C04B05ENM5	GT_METRO	huawei	SI	
2527	10.78.16.140	GNCYGTLLN1D1C04B351BM7	GT_METRO	huawei	SI	
2528	10.31.255.234	GNCYGTLLN1D1IGM4	GT_METRO	cisco_ios	SI	
2529	10.78.16.144	GNCYGTLON1D1A04A32ENM11	GT_METRO	huawei	SI	
2530	10.78.16.149	GNCYGTLON1D1A04A36ENM12	GT_METRO	huawei	SI	
2531	10.78.16.146	GNCYGTLON1D2A06A32ENM2	GT_METRO	huawei	SI	
2532	10.78.16.147	GNCYGTLON1D2A06A41ENM4	GT_METRO	huawei	SI	
2533	10.78.16.148	GNCYGTLON1D2A06A45ENM5	GT_METRO	huawei	SI	
2534	10.78.16.143	GNCYGTLON2C1A04A08ENM7	GT_METRO	huawei	SI	
2535	10.78.16.145	GNCYGTLON2D1A04A13ENM9	GT_METRO	huawei	SI	
2536	10.78.16.112	GNCYGTLON2D1D05A241BM1	GT_METRO	huawei	SI	
2537	10.78.15.9	GNCYGTLPN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2538	10.31.225.50	GNCYGTLRN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2539	10.31.148.39	GNCYGTM0N1R1ENM1	GT_METRO	huawei	SI	
2540	10.78.15.11	GNCYGTMAS3D1B01A22ENM2	GT_METRO	huawei	SI	
2541	10.78.15.105	GNCYGTMAS3D1B01A27ENM1	GT_METRO	huawei	SI	
2542	10.78.15.10	GNCYGTMAS3D1B05A30ENM3	GT_METRO	huawei	SI	
2543	10.31.10.73	GNCYGTMBN1D1A02A24ENM6	GT_METRO	huawei	SI	
2544	10.31.10.76	GNCYGTMBN1D1B01B351BM6	GT_METRO	huawei	SI	
2545	10.31.226.5	GNCYGTMBN1D1IGM3	GT_METRO	cisco_ios	SI	
2546	10.31.226.7	GNCYGTMBN1D1IGM4	GT_METRO		SI	
2547	10.31.10.5	GNCYGTMBN1D1IXM1	GT_METRO		SI	
2548	10.31.10.81	GNCYGTMBN1T1A02A06ENM5	GT_METRO	huawei	SI	
2549	10.31.27.21	GNCYGTMLN1C1A03A03ENM1	GT_METRO	huawei	SI	
2550	10.31.27.22	GNCYGTMMS1D1A01A06ENM1	GT_METRO	huawei	SI	
2551	10.31.8.203	GNCYGTMON1D1B04A11ENM4	GT_METRO	huawei	SI	
2552	10.31.8.9	GNCYGTMON1D1IAM5	GT_METRO	cisco_ios	SI	
2553	10.31.8.202	GNCYGTMON1T1C01A16ENM1	GT_METRO	huawei	SI	
2554	10.78.12.29	GNCYGTMRN1D1C09B391BM8	GT_METRO	huawei	SI	
2555	10.31.26.18	GNCYGTMRN1D1IAM1	GT_METRO	cisco_ios	SI	
2556	10.31.235.7	GNCYGTMRN1D1IGM5	GT_METRO	cisco_ios	SI	
2557	10.31.235.11	GNCYGTMRN1D1IGM6	GT_METRO	cisco_ios	SI	
2558	10.31.235.12	GNCYGTMRN1D1IGM7	GT_METRO	cisco_ios	SI	
2559	10.16.24.12	GNCYGTMRN1D1IZM2	GT_METRO		SI	
2560	10.78.18.18	GNCYGTMTN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2561	10.78.16.19	GNCYGTMYN1D1D04A37ENM6	GT_METRO	huawei	SI	
2562	10.78.11.18	GNCYGTMZN1W1A01A06F8M2	GT_METRO	cisco_ios	SI	
2563	10.78.16.100	GNCYGTN8N1W1A01AA1YOM1	GT_METRO	huawei	SI	
2564	10.78.16.16	GNCYGTNEN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2565	10.31.10.74	GNCYGTNFN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2566	10.78.10.45	GNCYGTNHN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2567	10.31.225.39	GNCYGTNIN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2568	10.78.17.8	GNCYGTNJN1W1A01AA2YOM1	GT_METRO	huawei	SI	
2569	10.31.6.203	GNCYGTNLN1W1A01AA2YOM1	GT_METRO	huawei	SI	
2570	10.78.17.20	GNCYGTNMN1D1A03A09ENM3	GT_METRO	huawei	SI	
2571	10.78.17.19	GNCYGTNMN1D1A03A24ENM2	GT_METRO	huawei	SI	
2572	10.31.14.23	GNCYGTNMN1D1IAM1	GT_METRO	cisco_ios	SI	
2573	10.31.14.24	GNCYGTNMN1D1IAM2	GT_METRO	cisco_ios	SI	
2574	10.31.14.27	GNCYGTNMN1T1D04A05F8M2	GT_METRO	cisco_ios	SI	
2575	10.31.27.19	GNCYGTNTN1T1A04A30ENM1	GT_METRO	huawei	SI	
2576	10.78.15.61	GNCYGTO2N1W1A01AA4ENM2	GT_METRO	huawei	SI	
2577	10.78.16.15	GNCYGTODN1W1A02AA1YOM1	GT_METRO	huawei	SI	
2578	10.78.16.17	GNCYGTOMN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2579	10.78.17.11	GNCYGTOXN1T1A03A04ENM2	GT_METRO	huawei	SI	
2580	10.78.16.3	GNCYGTP1N1W1A01AA1YOM1	GT_METRO	huawei	SI	
2581	10.78.18.6	GNCYGTP4N1W1B01AA1ENM2	GT_METRO	huawei	SI	
2582	10.78.16.102	GNCYGTP7A1W1A01AA1YOM1	GT_METRO	huawei	SI	
2583	10.31.11.21	GNCYGTPAN1D1IAM1	GT_METRO	cisco_ios	SI	
2584	10.31.11.4	GNCYGTPAN1D1IGM7	GT_METRO	cisco_ios	SI	
2585	10.78.18.23	GNCYGTPAS1D1C02B16ENM10	GT_METRO	huawei	SI	
2586	10.31.11.8	GNCYGTPAS1D1IRM1	GT_METRO	cisco_ios	SI	
2587	10.31.11.12	GNCYGTPAS1D1IRM3	GT_METRO	cisco_ios	SI	
2588	10.31.11.9	GNCYGTPAS1D3C02B11F8M9	GT_METRO	cisco_ios	SI	
2589	10.78.18.25	GNCYGTPAS1D3C02B181BM11	GT_METRO	huawei	SI	
2590	10.78.18.26	GNCYGTPAS1D3C04B401BM12	GT_METRO	huawei	SI	
2591	10.31.11.22	GNCYGTPAS1D3IGM8	GT_METRO	cisco_ios	SI	
2592	10.78.15.34	GNCYGTPZN1W1A01AA2YOM1	GT_METRO	huawei	SI	
2593	10.78.12.13	GNCYGTQEN1R1ENM1	GT_METRO	huawei	SI	
2594	10.78.12.18	GNCYGTQMN1R1ENM1	GT_METRO	huawei	SI	
2595	10.78.12.5	GNCYGTQSN1W1A02AA1YOM1	GT_METRO	huawei	SI	
2596	10.78.18.3	GNCYGTQXN1	GT_METRO	huawei	SI	
2597	10.78.16.29	GNCYGTR4N1W1A01AA1YOM1	GT_METRO	huawei	SI	
2598	10.78.18.16	GNCYGTR6N3W1A01AA1YOM1	GT_METRO	huawei	SI	
2599	10.78.24.8	GNCYGTR9N1W1A01AA2YOM1	GT_METRO	huawei	SI	
2600	10.31.18.10	GNCYGTREN1D1A02A10IGM6	GT_METRO	cisco_ios	SI	
2601	10.31.18.9	GNCYGTREN1D1IAM1	GT_METRO	cisco_ios	SI	
2602	10.31.18.228	GNCYGTRES1D1A02A07ENM6	GT_METRO	huawei	SI	
2603	10.31.18.231	GNCYGTRES1D1A02A12ENM5	GT_METRO	huawei	SI	
2604	10.31.18.230	GNCYGTRES1D1A02A17ENM4	GT_METRO	huawei	SI	
2605	10.31.18.233	GNCYGTRES1D1A02A25ENM3	GT_METRO	huawei	SI	
2606	10.31.18.232	GNCYGTRES1D1A02A30ENM2	GT_METRO	huawei	SI	
2607	10.31.18.229	GNCYGTRES1D1A02A35ENM1	GT_METRO	huawei	SI	
2608	10.78.10.43	GNCYGTRHN1W1AA1A01YOM1	GT_METRO	huawei	SI	
2609	10.31.27.6	GNCYGTRIN1A1EGM3	GT_METRO		SI	
2610	10.78.25.165	GNCYGTRIN1R2ENM1	GT_METRO	huawei	SI	
2611	10.78.24.37	GNCYGTRIN3T1B02A17ENM1	GT_METRO	huawei	SI	
2612	10.78.25.169	GNCYGTRIN3T1B02A22ENM2	GT_METRO	huawei	SI	
2613	10.31.9.6	GNCYGTRLN2D1C02A08F8M3	GT_METRO	cisco_ios	SI	
2614	10.31.27.20	GNCYGTRMN1D1C04A06ENM1	GT_METRO	huawei	SI	
2615	10.78.17.16	GNCYGTRUN1T1B02A25ENM1	GT_METRO	huawei	SI	
2616	10.31.225.56	GNCYGTRVN1D1A01A0411M1	GT_METRO	huawei	SI	
2617	10.31.7.197	GNCYGTRXN1R1ENM1	GT_METRO	huawei	SI	
2618	10.78.25.12	GNCYGTS0N1R1ENM1	GT_METRO	huawei	SI	
2619	10.78.16.157	GNCYGTSAN1W1A01A13ENM1	GT_METRO	huawei	SI	
2620	10.31.7.199	GNCYGTSDN1W1A01AA1YOM1	GT_METRO	huawei	SI	
2621	10.31.233.179	GNCYGTSGN1W1A01AA3YOM1	GT_METRO	huawei	SI	
2622	10.31.7.201	GNCYGTSIN1D1A02A10ENM3	GT_METRO	huawei	SI	
2623	10.31.7.202	GNCYGTSIN1D1A02A13ENM2	GT_METRO	huawei	SI	
2624	10.31.7.11	GNCYGTSIN1D1IAM4	GT_METRO	cisco_ios	SI	
2625	10.31.235.17	GNCYGTSJN1D1A03A12F8M4	GT_METRO	cisco_ios	SI	
2626	10.78.18.12	GNCYGTSLN1D1A04A28ENM1	GT_METRO	huawei	SI	
2627	10.78.18.11	GNCYGTSLN1D1A07A31ENM2	GT_METRO	huawei	SI	
2628	10.31.225.55	GNCYGTSLN1D1B04A081BM1	GT_METRO	huawei	SI	
2629	10.31.11.13	GNCYGTSLN1D1IXM2	GT_METRO	cisco_ios	SI	
2630	10.31.6.198	GNCYGTSON1W1A01AA2YOM1	GT_METRO	huawei	SI	
2631	10.31.255.241	GNCYGTSRN1D1A04A10IGM5	GT_METRO	cisco_ios	SI	
2632	10.31.255.242	GNCYGTSRN1D1A05A05F8M6	GT_METRO	cisco_ios	SI	
2633	10.78.16.139	GNCYGTSRN1D1A05A361BM8	GT_METRO	huawei	SI	
2634	10.16.26.2	GNCYGTSRN1D1IGM3	GT_METRO	cisco_ios	SI	
2635	10.31.255.232	GNCYGTSRN1D1IGM4	GT_METRO	cisco_ios	SI	
2636	10.31.3.10	GNCYGTSZNGD1ISM1	GT_METRO		SI	
2637	10.78.15.53	GNCYGTSZS1D1A02A05ENM2	GT_METRO	huawei	SI	
2638	10.31.10.70	GNCYGTT1N1W1A01AA1YOM1	GT_METRO	huawei	SI	
2639	10.78.14.11	GNCYGTT2S1W1A01AA1YOM1	GT_METRO	huawei	SI	
2640	10.78.15.47	GNCYGTT3N1T1A01AA3YOM1	GT_METRO	huawei	SI	
2641	10.78.15.57	GNCYGTT4S1W1A02A03YOM1	GT_METRO	huawei	SI	
2642	10.78.15.58	GNCYGTT7S3W1A01A01YOM1	GT_METRO	huawei	SI	
2643	10.31.27.11	GNCYGTTAN1C1EHM2	GT_METRO		SI	
2644	10.31.27.23	GNCYGTTAN1D1A01A31ENM1	GT_METRO	huawei	SI	
2645	10.78.12.23	GNCYGTTFA1W1A03AA2YOM1	GT_METRO	huawei	SI	
2646	10.31.148.41	GNCYGTTFN1R1ENM1	GT_METRO	huawei	SI	
2647	10.78.12.30	GNCYGTTKN1D1B04B391BM4	GT_METRO	huawei	SI	
2648	10.31.26.19	GNCYGTTKN1D1IAM1	GT_METRO	cisco_ios	SI	
2649	10.31.26.21	GNCYGTTKN1D1IGM3	GT_METRO	cisco_ios	SI	
2650	10.31.27.24	GNCYGTTUN1C1A04A05ENM1	GT_METRO	huawei	SI	
2651	10.31.8.196	GNCYGTUJN3W1A01AA1YOM1	GT_METRO	huawei	SI	
2652	10.78.15.24	GNCYGTUNN5W1A01AA2YOM1	GT_METRO	huawei	SI	
2653	10.31.27.31	GNCYGTUPN1C1I8N0	GT_METRO	cisco_ios	SI	
2654	10.78.17.5	GNCYGTUQN1R1ENM1	GT_METRO	huawei	SI	
2655	10.78.14.16	GNCYGTUTN1D1A05A301BM4	GT_METRO	huawei	SI	
2656	10.31.148.6	GNCYGTUTN1D1IGM10	GT_METRO	cisco_ios	SI	
2657	10.31.5.19	GNCYGTUTN1D1IGM6	GT_METRO	cisco_ios	SI	
2658	10.31.5.21	GNCYGTUTN1D1IGM7	GT_METRO	cisco_ios	SI	
2659	10.31.5.27	GNCYGTUTN1D2A05A26IGM11	GT_METRO	cisco_ios	SI	
2660	10.31.5.11	GNCYGTUTN1D2IGM2	GT_METRO	cisco_ios	SI	
2661	10.31.5.23	GNCYGTUTN1D2IGM9	GT_METRO	cisco_ios	SI	
2662	10.31.148.4	GNCYGTUTN1T1IAM1	GT_METRO	cisco_ios	SI	
2663	10.31.148.5	GNCYGTUTN1T1IAM2	GT_METRO	cisco_ios	SI	
2664	10.31.10.80	GNCYGTV0N1W1A01AA1YOM1	GT_METRO	huawei	SI	
2665	10.78.14.14	GNCYGTV2N1D1A01A25ENM1	GT_METRO	huawei	SI	
2666	10.31.7.198	GNCYGTV4N1R1ENM1	GT_METRO	huawei	SI	
2667	10.31.7.6	GNCYGTV4N1W1A01A02F8M2	GT_METRO	cisco_ios	SI	
2668	10.78.12.10	GNCYGTV9N1R1ENM1	GT_METRO	huawei	SI	
2669	10.78.16.9	GNCYGTVDN1C1A01A02ENM2	GT_METRO	huawei	SI	
2670	10.31.3.12	GNCYGTVGN1C1IRM13	GT_METRO	cisco_ios	SI	
2671	10.78.15.46	GNCYGTVGN1D1A08A20ENM27	GT_METRO	huawei	SI	
2672	10.78.15.107	GNCYGTVGN1D1A09A25ENM3	GT_METRO	huawei	SI	
2673	10.78.15.106	GNCYGTVGN1D1F06A12ENM4	GT_METRO	huawei	SI	
2674	10.78.15.117	GNCYGTVGN1D1G11A04ENM15	GT_METRO	huawei	SI	
2675	10.78.15.104	GNCYGTVGN1D1G11A07ENM14	GT_METRO	huawei	SI	
2676	10.78.15.112	GNCYGTVGN1D1G11A09ENM7	GT_METRO	huawei	SI	
2677	10.31.31.23	GNCYGTVGN1D1IAM1	GT_METRO	cisco_ios	SI	
2678	10.31.31.24	GNCYGTVGN1D1IAM2	GT_METRO	cisco_ios	SI	
2679	10.31.3.11	GNCYGTVGN1D1IGM13	GT_METRO	cisco_ios	SI	
2680	10.31.3.27	GNCYGTVGN1D1IGM21	GT_METRO	cisco_ios	SI	
2681	10.78.15.16	GNCYGTVGS1D1208A15ENM26	GT_METRO	huawei	SI	
2682	10.78.15.22	GNCYGTVGS1D1A08A25ENM28	GT_METRO	huawei	SI	
2683	10.78.15.56	GNCYGTVGS1D1A08A32ENM28	GT_METRO	huawei	SI	
2684	10.31.31.7	GNCYGTVGS1D1A13A14F8M8	GT_METRO	cisco_ios	SI	
2685	10.31.31.15	GNCYGTVGS1D1A13A18F8M12	GT_METRO	cisco_ios	SI	
2686	10.78.15.118	GNCYGTVGS1D1A13A26ENM11	GT_METRO	huawei	SI	
2687	10.78.15.119	GNCYGTVGS1D1A13A34ENM10	GT_METRO	huawei	SI	
2688	10.78.15.123	GNCYGTVGS1D1A13A38ENM2	GT_METRO	huawei	SI	
2689	10.78.15.114	GNCYGTVGS1D1A14A05ENM5	GT_METRO	huawei	SI	
2690	10.78.15.110	GNCYGTVGS1D1A14A15ENM1	GT_METRO	huawei	SI	
2691	10.78.15.108	GNCYGTVGS1D1A14A25ENM22	GT_METRO	huawei	SI	
2692	10.31.228.12	GNCYGTVGS1D1B08A10IGM25	GT_METRO	cisco_ios	SI	
2693	10.78.15.27	GNCYGTVGS1D1E03B361BM29	GT_METRO	huawei	SI	
2694	10.78.15.115	GNCYGTVGS1D1G11A14ENM17	GT_METRO	huawei	SI	
2695	10.78.15.111	GNCYGTVGS1D1G13A19ENM9	GT_METRO	huawei	SI	
2696	10.78.15.113	GNCYGTVGS1D1G14A22ENM6	GT_METRO	huawei	SI	
2697	10.78.15.116	GNCYGTVGS1D1G14A30ENM16	GT_METRO	huawei	SI	
2698	10.78.15.109	GNCYGTVGS1D1G14A34ENM18	GT_METRO	huawei	SI	
2699	10.78.15.120	GNCYGTVGS1D1G14A38ENM15	GT_METRO	huawei	SI	
2700	10.31.2.14	GNCYGTVGS1D1IRM1	GT_METRO	cisco_ios	SI	
2701	10.31.3.8	GNCYGTVGS1D3IGM19	GT_METRO	cisco_ios	SI	
2702	10.31.3.14	GNCYGTVGS1D3IGM20	GT_METRO	cisco_ios	SI	
2703	10.31.228.9	GNCYGTVGS1D3IGM23	GT_METRO	cisco_ios	SI	
2704	10.31.10.166	GNCYGTVHN1D1IGM9	GT_METRO	cisco_ios	SI	
2705	10.31.10.24	GNCYGTVHN1D1IRM2	GT_METRO	cisco_ios	SI	
2706	10.31.10.72	GNCYGTVHS1D1A04A23ENM7	GT_METRO	huawei	SI	
2707	10.31.10.7	GNCYGTVHS1D1A05B11F8M11	GT_METRO	cisco_ios	SI	
2708	10.31.10.67	GNCYGTVHS1D1A06A37ENM5	GT_METRO	huawei	SI	
2709	10.31.10.66	GNCYGTVHS1D1A06A42ENM3	GT_METRO	huawei	SI	
